Date,Trap,Latitude,Longitude,WnvPresent,NumMosquitos
2013-08-01,T225,41.743402,-87.731435,2,28
2013-09-06,T233,42.009876,-87.807277,2,33
2013-08-08,T013,41.923738,-87.785288,2,141
2011-08-19,T900,41.974689,-87.890615,2,217
2011-08-12,T903,41.957799,-87.930995,2,65
2013-07-19,T228,41.951865999999995,-87.72505699999999,2,123
2007-08-21,T061,41.801179,-87.679447,2,33
2007-08-21,T045,41.9216,-87.666455,2,45
2007-08-21,T065,41.778296999999995,-87.752411,2,172
2007-08-21,T114,41.798697,-87.736812,2,12
2013-08-08,T065,41.778296999999995,-87.752411,2,17
2013-08-29,T031,41.801497999999995,-87.763416,2,24
2007-08-21,T014,41.970248,-87.787992,2,45
2011-07-29,T903,41.957799,-87.930995,2,85
2007-08-21,T070,41.797616,-87.797894,2,23
2013-08-08,T226,41.793818,-87.654234,2,45
2007-08-21,T006,41.990284,-87.797127,2,10
2007-09-04,T028,41.986921,-87.689778,2,6
2013-08-08,T158,41.682587,-87.707973,2,154
2007-09-24,T115,41.673408,-87.599862,2,627
2009-07-27,T095,41.704336,-87.70373599999999,2,31
2007-08-07,T011,41.944869,-87.832763,2,72
2013-08-22,T235,41.776428,-87.627096,2,33
2013-09-12,T027,41.984809000000006,-87.728492,2,24
2007-08-15,T155,41.776156,-87.778927,2,46
2013-07-12,T008,42.008314,-87.77792099999999,2,78
2007-08-22,T135,41.662014,-87.72460799999999,2,299
2007-08-16,T138,41.726465000000005,-87.585413,2,1000
2013-08-08,T900,41.974689,-87.890615,2,163
2007-08-21,T086,41.688324,-87.676709,2,119
2007-08-22,T159,41.732984,-87.649642,2,71
2013-08-08,T151,41.916265,-87.800515,1,82
2013-08-15,T066,41.77166,-87.703047,1,71
2013-08-15,T094,41.720848,-87.666014,1,8
2007-08-02,T212,41.680946,-87.535198,1,340
2007-08-01,T096,41.731922,-87.677512,1,41
2013-08-08,T115,41.673408,-87.599862,1,96
2007-09-04,T220,41.963976,-87.69181,1,1
2007-08-01,T138,41.726465000000005,-87.585413,1,909
2007-08-01,T090,41.868077,-87.666901,1,93
2013-08-15,T013,41.923738,-87.785288,1,40
2013-08-08,T155,41.776156,-87.778927,1,28
2013-08-08,T227,41.728495,-87.60096300000001,1,18
2007-08-01,T086,41.688324,-87.676709,1,340
2007-09-04,T037,41.921177,-87.79518,1,4
2007-09-04,T061,41.801179,-87.679447,1,19
2013-08-08,T233,42.009876,-87.807277,1,145
2007-09-04,T063,41.82561,-87.726549,1,3
2009-07-31,T225,41.743402,-87.731435,1,212
2007-08-01,T144,41.94016,-87.794896,1,54
2013-08-15,T061,41.801179,-87.679447,1,59
2013-08-15,T054C,41.925652,-87.63359,1,60
2007-08-01,T220,41.963976,-87.69181,1,2
2013-08-08,T225,41.743402,-87.731435,1,121
2013-08-08,T223,41.973845000000004,-87.805059,1,41
2011-08-19,T073,41.773215,-87.60088,1,32
2007-08-02,T138,41.726465000000005,-87.585413,1,1075
2007-08-02,T096,41.731922,-87.677512,1,49
2013-09-26,T900,41.974689,-87.890615,1,80
2007-09-05,T074,41.822536,-87.66634300000001,1,3
2013-08-22,T152,41.846075,-87.716277,1,22
2009-08-13,T090,41.868077,-87.666901,1,35
2013-08-22,T225,41.743402,-87.731435,1,68
2013-08-22,T227,41.728495,-87.60096300000001,1,43
2013-08-22,T228,41.951865999999995,-87.72505699999999,1,59
2013-08-22,T231,41.98728,-87.666066,1,80
2013-08-22,T232,41.912563,-87.66805500000001,1,3
2013-08-22,T233,42.009876,-87.807277,1,79
2013-08-29,T002,41.95469,-87.800991,1,70
2013-08-29,T003,41.964242,-87.757639,1,30
2013-08-29,T008,42.008314,-87.77792099999999,1,51
2011-08-26,T223,41.973845000000004,-87.805059,1,5
2011-08-26,T225,41.743402,-87.731435,1,3
2013-08-29,T028,41.986921,-87.689778,1,22
2007-09-12,T067,41.759346,-87.745602,1,19
2013-08-29,T033,41.906638,-87.701431,1,15
2013-08-29,T039,41.911823999999996,-87.726737,1,19
2009-08-13,T160,41.903002,-87.68826700000001,1,5
2007-09-12,T073,41.773215,-87.60088,1,5
2011-08-26,T900,41.974689,-87.890615,1,79
2007-07-18,T215,41.686398,-87.531635,1,85
2011-09-01,T003,41.964242,-87.757639,1,46
2009-08-25,T009,41.992478000000006,-87.862995,1,51
2009-08-25,T011,41.944869,-87.832763,1,94
2011-09-01,T027,41.984809000000006,-87.728492,1,12
2013-08-29,T089,41.723195000000004,-87.64997,1,11
2013-08-29,T090,41.868077,-87.666901,1,197
2013-08-29,T095,41.704336,-87.70373599999999,1,28
2013-08-22,T220,41.963976,-87.69181,1,4
2013-06-28,T094,41.720848,-87.666014,1,38
2007-08-01,T082,41.803422999999995,-87.642984,1,123
2007-09-12,T011,41.944869,-87.832763,1,21
2007-08-01,T081,41.821582,-87.62779599999999,1,24
2013-08-15,T151,41.916265,-87.800515,1,20
2007-09-05,T085,41.721474,-87.648064,1,6
2007-09-05,T086,41.688324,-87.676709,1,15
2007-08-01,T065,41.778296999999995,-87.752411,1,49
2007-09-05,T091,41.862292,-87.64886,1,8
2013-08-15,T223,41.973845000000004,-87.805059,1,17
2007-09-05,T096,41.731922,-87.677512,1,51
2013-08-15,T226,41.793818,-87.654234,1,12
2013-08-15,T227,41.728495,-87.60096300000001,1,74
2013-08-15,T230,41.904194,-87.756155,1,15
2007-09-05,T103,41.702723999999996,-87.536497,1,51
2013-08-22,T003,41.964242,-87.757639,1,23
2007-09-05,T135,41.662014,-87.72460799999999,1,39
2013-08-22,T030,41.899229999999996,-87.716788,1,83
2007-08-01,T015,41.974089,-87.824812,1,18
2013-08-22,T033,41.906638,-87.701431,1,27
2007-08-21,T081,41.821582,-87.62779599999999,1,26
2013-08-22,T047,41.868142,-87.696269,1,13
2013-08-22,T048,41.867108,-87.654224,1,77
2013-08-22,T061,41.801179,-87.679447,1,8
2007-09-06,T138,41.726465000000005,-87.585413,1,438
2013-08-22,T063,41.82561,-87.726549,1,14
2007-09-06,T212,41.680946,-87.535198,1,24
2013-08-22,T082,41.803422999999995,-87.642984,1,15
2007-09-12,T002,41.95469,-87.800991,1,8
2011-08-26,T114,41.798697,-87.736812,1,61
2013-08-22,T012,41.991429,-87.747113,1,12
2013-08-08,T011,41.944869,-87.832763,1,17
2013-08-08,T089,41.723195000000004,-87.64997,1,8
2007-08-15,T061,41.801179,-87.679447,1,51
2013-07-25,T079,41.766202,-87.562889,1,18
2007-08-22,T160,41.903002,-87.68826700000001,1,18
2007-08-15,T145,41.878114000000004,-87.629798,1,55
2007-08-15,T142,41.953067,-87.776792,1,20
2007-08-22,T200,41.678618,-87.559308,1,93
2007-08-22,T209,41.740641,-87.546587,1,51
2007-08-15,T114,41.798697,-87.736812,1,98
2007-08-22,T215,41.686398,-87.531635,1,36
2007-08-22,T221,41.659112,-87.53869300000001,1,27
2011-07-29,T090,41.868077,-87.666901,1,24
2013-07-19,T031,41.801497999999995,-87.763416,1,46
2007-08-24,T002,41.95469,-87.800991,1,62
2007-08-24,T003,41.964242,-87.757639,1,32
2013-07-19,T030,41.899229999999996,-87.716788,1,477
2007-08-24,T009,41.981964000000005,-87.812827,1,38
2007-08-24,T011,41.944869,-87.832763,1,26
2007-08-24,T012,41.991429,-87.747113,1,11
2007-08-15,T086,41.688324,-87.676709,1,291
2007-08-24,T014,41.970248,-87.787992,1,29
2007-08-24,T016,42.011601,-87.81150600000001,1,18
2007-08-15,T082,41.803422999999995,-87.642984,1,211
2013-07-19,T013,41.923738,-87.785288,1,43
2013-07-19,T008,42.008314,-87.77792099999999,1,245
2011-07-29,T031,41.801497999999995,-87.763416,1,131
2007-08-15,T074,41.822536,-87.66634300000001,1,128
2013-07-19,T003,41.964242,-87.757639,1,7
2007-08-15,T066,41.77166,-87.703047,1,25
2007-08-15,T154,41.918704999999996,-87.752329,1,52
2007-08-22,T107,41.729669,-87.582699,1,7
2007-08-15,T158,41.682587,-87.707973,1,152
2011-08-05,T008,42.008314,-87.77792099999999,1,24
2007-08-21,T084,41.692555,-87.598865,1,11
2013-07-19,T128,41.704572,-87.56566600000001,1,20
2007-08-21,T089,41.723195000000004,-87.64997,1,12
2007-08-21,T090,41.868077,-87.666901,1,15
2007-08-21,T143,41.999128999999996,-87.795585,1,4
2013-07-19,T225,41.743402,-87.731435,1,214
2013-07-19,T226,41.793818,-87.654234,1,129
2013-07-19,T230,41.904194,-87.756155,1,46
2007-08-21,T039,41.911823999999996,-87.726737,1,43
2007-08-21,T036,41.837084999999995,-87.729384,1,10
2007-08-21,T151,41.916265,-87.800515,1,32
2007-08-21,T033,41.906638,-87.701431,1,21
2007-08-21,T016,42.011601,-87.81150600000001,1,6
2013-07-19,T048,41.867108,-87.654224,1,85
2007-08-21,T015,41.974089,-87.824812,1,21
2007-08-21,T011,41.944869,-87.832763,1,20
2007-08-21,T008,42.008314,-87.77792099999999,1,11
2007-08-21,T003,41.964242,-87.757639,1,29
2007-08-21,T002,41.95469,-87.800991,1,70
2007-08-17,T215,41.686398,-87.531635,1,153
2007-08-17,T209,41.740641,-87.546587,1,68
2007-08-22,T094,41.720848,-87.666014,1,36
2007-08-17,T138,41.726465000000005,-87.585413,1,772
2011-07-29,T223,41.973845000000004,-87.805059,1,94
2007-08-22,T097,41.644612,-87.60449799999999,1,12
2013-07-25,T054,41.921965,-87.632085,1,5
2013-07-12,T231,41.98728,-87.666066,1,150
2013-08-01,T003,41.964242,-87.757639,1,61
2007-08-07,T014,41.970248,-87.787992,1,73
2013-07-12,T228,41.951865999999995,-87.72505699999999,1,92
2013-08-01,T224,41.947227000000005,-87.67145699999999,1,29
2007-08-24,T144,41.94016,-87.794896,1,18
2013-08-01,T227,41.728495,-87.60096300000001,1,32
2011-08-12,T223,41.973845000000004,-87.805059,1,7
2013-08-01,T231,41.98728,-87.666066,1,44
2007-08-24,T152,41.846075,-87.716277,1,8
2013-08-08,T003,41.964242,-87.757639,1,28
2007-08-07,T082,41.803422999999995,-87.642984,1,24
2013-08-08,T009,41.992478000000006,-87.862995,1,108
2013-08-29,T128,41.704572,-87.56566600000001,1,124
2007-08-24,T154,41.918704999999996,-87.752329,1,12
2007-08-24,T155,41.776156,-87.778927,1,10
2013-08-08,T027,41.984809000000006,-87.728492,1,61
2013-08-08,T030,41.899229999999996,-87.716788,1,83
2007-08-24,T160,41.903002,-87.68826700000001,1,6
2007-08-28,T103,41.702723999999996,-87.536497,1,822
2007-08-28,T107,41.729669,-87.582699,1,6
2013-08-08,T061,41.801179,-87.679447,1,74
2007-08-28,T128,41.704572,-87.56566600000001,1,413
2013-08-08,T066,41.77166,-87.703047,1,154
2007-08-28,T138,41.726465000000005,-87.585413,1,574
2007-08-28,T212,41.680946,-87.535198,1,251
2013-08-08,T080,41.754676,-87.612922,1,35
2013-08-08,T082,41.803422999999995,-87.642984,1,25
2011-08-19,T028,41.986921,-87.689778,1,4
2007-08-07,T016,42.011601,-87.81150600000001,1,69
2007-08-07,T015,41.974089,-87.824812,1,39
2013-08-01,T221,41.659112,-87.53869300000001,1,86
2013-07-12,T073,41.773215,-87.60088,1,34
2007-08-24,T095,41.704336,-87.70373599999999,1,6
2007-08-15,T008,42.008314,-87.77792099999999,1,50
2007-08-15,T049,41.896282,-87.655232,1,25
2013-08-01,T013,41.923738,-87.785288,1,60
2007-08-15,T045,41.9216,-87.666455,1,175
2013-08-01,T030,41.899229999999996,-87.716788,1,62
2007-08-15,T035,41.836644,-87.677737,1,14
2007-08-15,T033,41.906638,-87.701431,1,71
2011-07-25,T225,41.743402,-87.731435,1,70
2013-07-12,T159,41.732984,-87.649642,1,71
2013-07-12,T158,41.682587,-87.707973,1,204
2007-08-15,T015,41.974089,-87.824812,1,38
2011-08-12,T081,41.821582,-87.62779599999999,1,1
2007-08-15,T012,41.991429,-87.747113,1,37
2009-07-24,T002,41.95469,-87.800991,1,237
2011-08-12,T115,41.673408,-87.599862,1,65
2007-08-24,T073,41.773215,-87.60088,1,25
2007-08-15,T002,41.95469,-87.800991,1,76
2007-08-09,T209,41.740641,-87.546587,1,81
2011-08-12,T095,41.704336,-87.70373599999999,1,4
2009-07-24,T031,41.801497999999995,-87.763416,1,62
2007-08-08,T128,41.704572,-87.56566600000001,1,401
2007-08-24,T080,41.754676,-87.612922,1,37
2007-08-08,T103,41.702723999999996,-87.536497,1,249
2013-08-01,T094,41.720848,-87.666014,1,4
2007-08-07,T162,41.725516999999996,-87.61425799999999,1,15
2007-08-24,T083,41.754292,-87.590773,1,20
2007-08-07,T160,41.903002,-87.68826700000001,1,26
2013-08-29,T114,41.798697,-87.736812,1,13
2007-08-01,T008,42.008314,-87.77792099999999,1,161
2007-08-21,T082,41.803422999999995,-87.642984,1,20
2011-09-02,T900,41.974689,-87.890615,1,223
2013-09-06,T235,41.776428,-87.627096,1,37
2013-09-19,T090,41.868077,-87.666901,1,8
2013-09-06,T228,41.951865999999995,-87.72505699999999,1,33
2011-09-16,T114,41.798697,-87.736812,1,47
2013-09-06,T225,41.743402,-87.731435,1,18
2007-10-04,T156,41.772846,-87.740029,1,13
2013-09-06,T223,41.973845000000004,-87.805059,1,33
2013-09-06,T220,41.963976,-87.69181,1,82
2011-09-12,T039,41.911823999999996,-87.726737,1,4
2013-09-19,T221,41.659112,-87.53869300000001,1,23
2013-09-06,T114,41.798697,-87.736812,1,89
2011-09-12,T003,41.964242,-87.757639,1,28
2011-09-02,T903,41.957799,-87.930995,1,72
2011-09-16,T903,41.957799,-87.930995,1,80
2013-09-06,T027,41.984809000000006,-87.728492,1,22
2013-09-26,T003,41.964242,-87.757639,1,13
2011-09-23,T002,41.95469,-87.800991,1,18
2011-09-23,T003,41.964242,-87.757639,1,43
2013-09-06,T077,41.778748,-87.586427,1,6
2013-09-06,T069,41.768388,-87.678649,1,30
2011-09-02,T158,41.682587,-87.707973,1,13
2011-09-23,T013,41.923738,-87.785288,1,65
2013-09-26,T035,41.763733,-87.742302,1,6
2013-09-06,T061,41.801179,-87.679447,1,30
2009-08-25,T900,41.974689,-87.890615,1,211
2013-09-06,T035,41.763733,-87.742302,1,31
2013-09-06,T033,41.906638,-87.701431,1,109
2007-10-04,T062,41.800737,-87.71188000000001,1,19
2013-09-19,T089,41.723195000000004,-87.64997,1,6
2013-09-06,T236,41.994679,-87.770899,1,17
2011-09-16,T083,41.754292,-87.590773,1,9
2013-09-12,T002,41.95469,-87.800991,1,44
2013-09-12,T223,41.973845000000004,-87.805059,1,5
2011-09-12,T230,41.904194,-87.756155,1,25
2013-09-12,T225,41.743402,-87.731435,1,53
2013-09-12,T147,41.932094,-87.700117,1,21
2013-09-12,T232,41.912563,-87.66805500000001,1,8
2013-09-12,T135,41.662014,-87.72460799999999,1,18
2013-09-12,T235,41.776428,-87.627096,1,27
2013-09-12,T114,41.798697,-87.736812,1,23
2013-09-12,T102,41.750498,-87.605294,1,16
2011-09-12,T218,41.948167,-87.730698,1,6
2013-09-12,T090,41.868077,-87.666901,1,21
2007-09-19,T115,41.673408,-87.599862,1,1361
2009-09-03,T900,41.974689,-87.890615,1,30
2013-09-12,T066,41.77166,-87.703047,1,105
2013-09-19,T011,41.944869,-87.832763,1,11
2013-09-19,T012,41.991429,-87.747113,1,11
2013-09-12,T054,41.921965,-87.632085,1,96
2013-09-19,T013,41.923738,-87.785288,1,30
2013-09-19,T030,41.899229999999996,-87.716788,1,36
2009-09-14,T158,41.682587,-87.707973,1,10
2013-09-12,T039,41.911823999999996,-87.726737,1,14
2013-09-12,T028,41.986921,-87.689778,1,82
2013-09-19,T054,41.921965,-87.632085,1,67
2013-09-12,T013,41.923738,-87.785288,1,21
2013-09-12,T011,41.944869,-87.832763,1,26
2009-09-14,T228,41.951865999999995,-87.72505699999999,1,5
2009-09-14,T230,41.904194,-87.756155,1,8
2013-09-06,T030,41.899229999999996,-87.716788,1,69
2013-09-06,T151,41.916265,-87.800515,1,31
2013-08-29,T221,41.659112,-87.53869300000001,1,32
2013-09-06,T009,41.992478000000006,-87.862995,1,57
2011-09-23,T151,41.916265,-87.800515,1,80
2013-08-29,T159,41.732984,-87.649642,1,72
2007-09-12,T114,41.798697,-87.736812,1,14
2009-09-25,T013,41.923738,-87.785288,1,6
2011-09-01,T151,41.916265,-87.800515,1,53
2013-09-06,T003,41.964242,-87.757639,1,48
2013-08-29,T231,41.98728,-87.666066,1,50
2013-09-26,T155,41.776156,-87.778927,1,4
2009-08-25,T221,41.659112,-87.53869300000001,1,5
2013-08-29,T222,41.925197999999995,-87.746381,1,17
2011-09-23,T218,41.948167,-87.730698,1,24
2011-09-01,T223,41.973845000000004,-87.805059,1,16
2013-08-29,T155,41.776156,-87.778927,1,14
2011-09-23,T223,41.973845000000004,-87.805059,1,26
2013-09-06,T013,41.923738,-87.785288,1,36
2013-08-29,T225,41.743402,-87.731435,1,52
2013-08-29,T235,41.776428,-87.627096,1,12
2009-08-25,T102,41.750498,-87.605294,1,1
2011-08-05,T128,41.704572,-87.56566600000001,0,28
2011-09-16,T062,41.800737,-87.71188000000001,0,13
2011-09-16,T061,41.801179,-87.679447,0,5
2011-09-23,T160,41.903002,-87.68826700000001,0,2
2011-08-12,T089,41.723195000000004,-87.64997,0,16
2011-09-23,T114,41.798697,-87.736812,0,65
2011-08-12,T090,41.868077,-87.666901,0,8
2011-08-12,T094,41.720848,-87.666014,0,23
2011-09-16,T063,41.82561,-87.726549,0,5
2011-09-16,T054,41.921965,-87.632085,0,1
2011-09-16,T049,41.896282,-87.655232,0,13
2011-09-23,T209,41.740641,-87.546587,0,2
2011-08-12,T099,41.733643,-87.55551,0,2
2011-08-12,T102,41.750498,-87.605294,0,2
2011-09-16,T048,41.867108,-87.654224,0,11
2011-08-05,T115,41.673408,-87.599862,0,1
2011-08-12,T083,41.754292,-87.590773,0,1
2011-09-16,T066,41.77166,-87.703047,0,10
2011-09-16,T065,41.778296999999995,-87.752411,0,7
2011-09-16,T046,41.891118,-87.65449100000001,0,4
2011-09-23,T158,41.682587,-87.707973,0,3
2011-08-12,T063,41.82561,-87.726549,0,8
2011-08-05,T145,41.878114000000004,-87.629798,0,6
2011-08-05,T144,41.94016,-87.794896,0,53
2011-08-12,T065,41.778296999999995,-87.752411,0,7
2011-09-16,T090,41.868077,-87.666901,0,3
2011-09-23,T159,41.732984,-87.649642,0,4
2011-08-12,T066,41.77166,-87.703047,0,3
2011-08-12,T069,41.768388,-87.678649,0,1
2011-08-12,T073,41.773215,-87.60088,0,12
2011-08-12,T074,41.822536,-87.66634300000001,0,3
2011-09-16,T082,41.803422999999995,-87.642984,0,36
2011-08-12,T077,41.778748,-87.586427,0,2
2011-09-16,T081,41.821582,-87.62779599999999,0,5
2011-08-05,T138,41.726465000000005,-87.585413,0,16
2011-08-12,T079,41.766202,-87.562889,0,1
2011-09-16,T080,41.754676,-87.612922,0,9
2011-08-05,T135,41.662014,-87.72460799999999,0,5
2011-09-16,T079,41.766202,-87.562889,0,4
2011-09-16,T074,41.822536,-87.66634300000001,0,4
2011-09-16,T069,41.768388,-87.678649,0,1
2011-09-16,T047,41.868142,-87.696269,0,23
2011-09-16,T031,41.801497999999995,-87.763416,0,50
2011-09-16,T043,41.857402,-87.694991,0,1
2011-09-16,T002,41.95469,-87.800991,0,2
2011-09-23,T225,41.743402,-87.731435,0,2
2011-09-16,T011,41.944869,-87.832763,0,16
2011-08-05,T102,41.750498,-87.605294,0,3
2011-09-23,T226,41.793818,-87.654234,0,3
2011-09-23,T227,41.728495,-87.60096300000001,0,10
2011-09-23,T228,41.951865999999995,-87.72505699999999,0,4
2011-09-16,T008,42.008314,-87.77792099999999,0,1
2011-09-23,T230,41.904194,-87.756155,0,4
2011-08-12,T222,41.925197999999995,-87.746381,0,26
2011-09-16,T003,41.964242,-87.757639,0,1
2011-08-12,T224,41.947227000000005,-87.67145699999999,0,1
2011-09-16,T035,41.763733,-87.742302,0,1
2011-09-23,T231,41.98728,-87.666066,0,1
2011-08-12,T225,41.743402,-87.731435,0,1
2011-08-12,T226,41.793818,-87.654234,0,17
2011-08-12,T227,41.728495,-87.60096300000001,0,10
2011-09-12,T903,41.957799,-87.930995,0,45
2011-09-12,T238,41.753391,-87.707394,0,12
2011-08-05,T095,41.704336,-87.70373599999999,0,10
2011-09-23,T232,41.912563,-87.66805500000001,0,1
2011-09-12,T237,41.738903,-87.69544300000001,0,4
2011-08-05,T094,41.720848,-87.666014,0,4
2011-08-12,T221,41.659112,-87.53869300000001,0,1
2011-08-12,T212,41.680946,-87.535198,0,3
2011-09-16,T012,41.991429,-87.747113,0,1
2011-09-16,T013,41.923738,-87.785288,0,3
2011-08-12,T114,41.798697,-87.736812,0,51
2011-09-23,T212,41.680946,-87.535198,0,3
2011-09-16,T033,41.906638,-87.701431,0,12
2011-08-12,T061,41.801179,-87.679447,0,1
2011-09-16,T030,41.899229999999996,-87.716788,0,26
2011-09-16,T028,41.986921,-87.689778,0,10
2011-09-23,T220,41.963976,-87.69181,0,1
2011-08-12,T128,41.704572,-87.56566600000001,0,10
2011-08-12,T138,41.726465000000005,-87.585413,0,16
2011-08-12,T145,41.878114000000004,-87.629798,0,4
2011-08-12,T147,41.932094,-87.700117,0,3
2011-08-12,T151,41.916265,-87.800515,0,18
2011-09-23,T222,41.925197999999995,-87.746381,0,2
2011-08-05,T114,41.798697,-87.736812,0,17
2011-08-12,T152,41.846075,-87.716277,0,3
2011-09-16,T027,41.984809000000006,-87.728492,0,2
2011-08-12,T159,41.732984,-87.649642,0,1
2011-08-12,T160,41.903002,-87.68826700000001,0,5
2011-08-12,T200,41.678618,-87.559308,0,15
2011-08-12,T209,41.740641,-87.546587,0,5
2011-09-16,T017,41.960615999999995,-87.777189,0,13
2011-08-12,T062,41.800737,-87.71188000000001,0,2
2011-09-23,T152,41.846075,-87.716277,0,1
2011-08-12,T054,41.921965,-87.632085,0,8
2011-09-23,T017,41.960615999999995,-87.777189,0,5
2011-09-23,T048,41.867108,-87.654224,0,14
2011-08-05,T227,41.728495,-87.60096300000001,0,38
2011-09-23,T046,41.891118,-87.65449100000001,0,2
2011-09-23,T039,41.911823999999996,-87.726737,0,1
2011-09-23,T035,41.763733,-87.742302,0,8
2011-09-23,T033,41.906638,-87.701431,0,1
2011-09-23,T145,41.878114000000004,-87.629798,0,3
2011-09-23,T031,41.801497999999995,-87.763416,0,33
2011-09-23,T028,41.986921,-87.689778,0,3
2011-09-23,T027,41.984809000000006,-87.728492,0,8
2011-08-05,T228,41.951865999999995,-87.72505699999999,0,5
2011-08-05,T159,41.732984,-87.649642,0,3
2011-09-23,T011,41.944869,-87.832763,0,7
2011-08-05,T212,41.680946,-87.535198,0,3
2011-09-23,T009,41.992478000000006,-87.862995,0,1
2011-08-05,T230,41.904194,-87.756155,0,9
2011-09-23,T008,42.008314,-87.77792099999999,0,9
2011-09-23,T147,41.932094,-87.700117,0,4
2011-08-05,T232,41.912563,-87.66805500000001,0,2
2011-08-05,T209,41.740641,-87.546587,0,6
2011-08-05,T235,41.776428,-87.627096,0,1
2011-08-05,T160,41.903002,-87.68826700000001,0,21
2011-09-23,T138,41.726465000000005,-87.585413,0,4
2011-08-05,T226,41.793818,-87.654234,0,36
2011-08-05,T225,41.743402,-87.731435,0,13
2011-09-23,T049,41.896282,-87.655232,0,2
2011-08-05,T220,41.963976,-87.69181,0,7
2011-08-05,T221,41.659112,-87.53869300000001,0,11
2011-09-23,T115,41.673408,-87.599862,0,6
2011-09-23,T090,41.868077,-87.666901,0,4
2011-09-23,T089,41.723195000000004,-87.64997,0,2
2011-08-05,T222,41.925197999999995,-87.746381,0,30
2011-09-23,T083,41.754292,-87.590773,0,1
2011-09-23,T080,41.754676,-87.612922,0,4
2011-08-05,T223,41.973845000000004,-87.805059,0,120
2011-09-23,T128,41.704572,-87.56566600000001,0,1
2011-09-23,T079,41.766202,-87.562889,0,2
2011-09-23,T135,41.662014,-87.72460799999999,0,4
2011-08-05,T218,41.948167,-87.730698,0,1
2011-08-05,T224,41.947227000000005,-87.67145699999999,0,3
2011-09-23,T074,41.822536,-87.66634300000001,0,3
2011-09-23,T073,41.773215,-87.60088,0,2
2011-09-23,T066,41.77166,-87.703047,0,30
2011-09-23,T065,41.778296999999995,-87.752411,0,5
2011-09-23,T062,41.800737,-87.71188000000001,0,6
2011-09-23,T061,41.801179,-87.679447,0,5
2011-09-23,T054,41.921965,-87.632085,0,19
2011-09-16,T900,41.974689,-87.890615,0,154
2011-08-05,T158,41.682587,-87.707973,0,15
2011-09-23,T155,41.776156,-87.778927,0,4
2011-08-12,T046,41.891118,-87.65449100000001,0,3
2011-09-16,T152,41.846075,-87.716277,0,2
